cod_depto,nombre_depto,cod_mpio,nombre_mpio,mesas_informadas_pct,votos_abelardo,votos_cepeda,votos_blanco,votos_nulos,tarjetones_no_marcados
01,ANTIOQUIA,01004,ABEJORRAL,100%,7216,1407,151,59,46
25,NORTE DE SAN,25004,ABREGO,100%,12862,2757,151,64,32
01,ANTIOQUIA,01007,ABRIAQUI,100%,1011,170,20,9,4
52,META,52005,ACACIAS,100%,35790,21726,1034,1439,49
17,CHOCO,17004,ACANDI,100%,2537,2554,62,28,17
19,HUILA,19004,ACEVEDO,100%,11759,2963,198,95,16
05,BOLIVAR,05004,ACHI,100%,7061,2866,65,28,22
19,HUILA,19007,AGRADO,100%,3941,1419,67,35,3
15,CUNDINAMARCA,15004,AGUA DE DIOS,100%,3392,2924,78,71,5
27,SANTANDER,27004,AGUADA,100%,858,144,11,4,2
12,CESAR,12075,AGUACHICA,100%,31013,17595,653,527,47
09,CALDAS,09004,AGUADAS,100%,9417,2232,182,150,35
46,CASANARE,46040,AGUAZUL,100%,14040,7166,375,386,33
12,CESAR,12150,AGUSTIN CODAZZI,100%,12009,17897,309,220,59
19,HUILA,19010,AIPE,100%,6347,3794,137,92,19
15,CUNDINAMARCA,15007,ALBAN,100%,2477,1188,53,66,6
23,NARIÑO,23004,ALBAN (SAN JOSE),100%,2820,2322,95,66,8
27,SANTANDER,27007,ALBANIA,100%,1782,486,17,12,5
44,CAQUETA,44002,ALBANIA,100%,1774,954,62,37,10
48,LA GUAJIRA,48002,ALBANIA,100%,2924,8913,70,103,34
31,VALLE,31004,ALCALA,100%,3737,3132,109,119,26
23,NARIÑO,23007,ALDANA,100%,1304,3495,26,43,6
01,ANTIOQUIA,01010,ALEJANDRIA,100%,2450,504,43,16,11
88,CONSULADOS,88120,ALEMANIA,100%,3957,7900,290,18,0
21,MAGDALENA,21008,ALGARROBO,100%,1357,4539,45,26,11
19,HUILA,19013,ALGECIRAS,100%,8319,4749,503,320,95
11,CAUCA,11004,ALMAGUER,100%,413,9035,174,109,27
29,TOLIMA,29004,ALPUJARRA,100%,1837,495,27,21,3
07,BOYACA,07007,ALMEIDA,100%,818,315,20,16,3
19,HUILA,19016,ALTAMIRA,100%,1343,949,33,11,1
17,CHOCO,17006,ALTO BAUDO (PIE DE PATO),100%,208,6345,9,9,1
05,BOLIVAR,05006,ALTOS DEL ROSARIO,100%,2556,1478,31,16,8
29,TOLIMA,29007,ALVARADO,100%,3087,2376,57,43,13
01,ANTIOQUIA,01013,AMAGA,100%,8746,5478,253,180,34
01,ANTIOQUIA,01016,AMALFI,100%,6352,2147,350,119,49
29,TOLIMA,29010,AMBALEMA,100%,1927,1931,22,18,5
15,CUNDINAMARCA,15010,ANAPOIMA,100%,6234,2976,122,66,13
23,NARIÑO,23010,ANCUYA,100%,770,4003,41,14,1
31,VALLE,31007,ANDALUCIA,100%,4486,7533,151,87,11
01,ANTIOQUIA,01019,ANDES,100%,15574,3773,323,136,41
01,ANTIOQUIA,01022,ANGELOPOLIS,100%,2365,835,64,48,6
01,ANTIOQUIA,01025,ANGOSTURA,100%,3959,1907,278,277,123
01,ANTIOQUIA,01028,ANORI,100%,2820,3849,365,118,56
15,CUNDINAMARCA,15013,ANOLAIMA,100%,5703,2370,135,65,9
09,CALDAS,09007,ANSERMA,100%,11553,5312,379,352,57
31,VALLE,31010,ANSERMANUEVO,100%,5740,3510,152,98,24
01,ANTIOQUIA,01031,ANTIOQUIA,100%,8535,4482,326,135,46
01,ANTIOQUIA,01034,ANZA,100%,2837,582,63,17,17
01,ANTIOQUIA,01035,APARTADO,100%,19891,41593,1115,350,85
29,TOLIMA,29013,ANZOATEGUI,100%,3419,1208,57,25,17
24,RISARALDA,24008,APIA,100%,4430,1785,125,99,21
07,BOYACA,07008,AQUITANIA (PUEBLOVIEJO),100%,7053,1760,83,62,19
15,CUNDINAMARCA,15217,APULO,100%,3282,1606,52,45,6
21,MAGDALENA,21010,ARACATACA,100%,5256,10482,131,89,18
09,CALDAS,09013,ARANZAZU,100%,4905,1156,143,100,28
27,SANTANDER,27010,ARATOCA,100%,4046,1022,60,33,8
40,ARAUCA,40001,ARAUCA,100%,27887,9519,681,386,75
40,ARAUCA,40010,ARAUQUITA,100%,6388,10195,423,295,47
15,CUNDINAMARCA,15016,ARBELAEZ,100%,4748,2294,99,51,10
23,NARIÑO,23013,ARBOLEDA (BERRUECOS),100%,1539,2366,69,47,5
01,ANTIOQUIA,01037,ARBOLETES,100%,6990,5318,114,57,25
25,NORTE DE SAN,25007,ARBOLEDAS,100%,4736,531,51,22,4
07,BOYACA,07010,ARCABUCO,100%,2388,1259,60,35,6
01,ANTIOQUIA,01039,ARGELIA,100%,3006,444,43,18,7
05,BOLIVAR,05005,ARENAL,100%,1441,2292,41,26,8
11,CAUCA,11005,ARGELIA,100%,1338,15849,274,547,26
31,VALLE,31013,ARGELIA,100%,2186,735,41,31,7
88,CONSULADOS,88130,ARGELIA,100%,2,4,1,0,0
88,CONSULADOS,88155,ARGENTINA,100%,4717,5550,190,21,1
21,MAGDALENA,21012,ARIGUANI (EL DIFICIL),100%,7058,6403,147,105,21
05,BOLIVAR,05007,ARJONA,100%,9366,23546,397,196,47
01,ANTIOQUIA,01040,ARMENIA,100%,1923,544,30,12,12
26,QUINDIO,26001,ARMENIA,100%,102562,68992,3718,1923,183
29,TOLIMA,29016,ARMERO (GUAYABAL),100%,2746,3486,53,76,9
05,BOLIVAR,05009,ARROYO HONDO,100%,3525,1324,41,18,7
12,CESAR,12170,ASTREA,100%,5624,4422,76,33,12
88,CONSULADOS,88160,ARUBA,100%,2822,901,23,5,2
17,CHOCO,17002,ATRATO (YUTO),100%,683,3936,29,51,3
29,TOLIMA,29019,ATACO,100%,6770,1936,103,58,19
88,CONSULADOS,88165,AUSTRALIA,100%,8564,11552,460,26,0
88,CONSULADOS,88170,AUSTRIA,100%,525,1086,45,0,0
13,CORDOBA,13004,AYAPEL,100%,9801,8727,172,109,35
88,CONSULADOS,88135,AZERBAIYAN,100%,9,12,0,0,0
17,CHOCO,17007,BAGADO,100%,423,3461,11,13,4
17,CHOCO,17008,BAHIA SOLANO (MUTIS),100%,930,3860,28,38,6
17,CHOCO,17010,BAJO BAUDO (PIZARRO),100%,475,4491,22,30,9
11,CAUCA,11006,BALBOA,100%,1662,12408,254,499,28
24,RISARALDA,24013,BALBOA,100%,1992,1242,58,59,11
03,ATLANTICO,03004,BARANOA,100%,11462,23514,263,105,31
01,ANTIOQUIA,01043,BARBOSA,100%,15604,9313,669,409,63
23,NARIÑO,23016,BARBACOAS,100%,1632,13026,173,200,40
19,HUILA,19019,BARAYA,100%,2818,1231,57,47,14
27,SANTANDER,27013,BARBOSA,100%,10962,6975,230,159,18
52,META,52006,BARRANCA DE UPIA,100%,2225,1563,54,86,6
27,SANTANDER,27016,BARICHARA,100%,4393,1496,113,26,10
27,SANTANDER,27019,BARRANCABERMEJA,100%,43584,83663,1609,1385,98
48,LA GUAJIRA,48004,BARRANCAS,100%,4620,10839,100,59,8
05,BOLIVAR,05010,BARRANCO DE LOBA,100%,3956,2518,50,15,10
50,GUAINIA,50070,BARRANCOMINAS,100%,194,2294,15,8,7
03,ATLANTICO,03001,BARRANQUILLA,100%,309652,375178,7563,2336,448
12,CESAR,12180,BECERRIL,100%,4109,6965,117,77,15
07,BOYACA,07013,BELEN,100%,3281,1594,87,53,5
09,CALDAS,09022,BELALCAZAR,100%,3564,1976,108,74,32
23,NARIÑO,23017,BELEN,100%,1168,2399,79,57,6
24,RISARALDA,24021,BELEN DE UMBRIA,100%,8634,3889,248,221,47
44,CAQUETA,44004,BELEN DE LOS ANDAQUIES,100%,3058,1859,88,69,13
01,ANTIOQUIA,01046,BELMIRA,100%,2509,516,67,39,13
01,ANTIOQUIA,01049,BELLO,100%,144162,87019,5298,2437,216
88,CONSULADOS,88190,BELGICA,100%,1117,1515,70,4,1
15,CUNDINAMARCA,15019,BELTRAN,100%,851,533,7,9,1
01,ANTIOQUIA,01052,BETANIA,100%,3415,704,67,17,14
07,BOYACA,07016,BERBEO,100%,575,431,14,8,3
01,ANTIOQUIA,01055,BETULIA,100%,5607,858,114,36,22
27,SANTANDER,27022,BETULIA,100%,2276,646,49,25,5
07,BOYACA,07019,BETEITIVA,100%,891,466,16,7,2
15,CUNDINAMARCA,15022,BITUIMA,100%,1327,455,30,9,4
07,BOYACA,07022,BOAVITA,100%,2187,702,27,23,2
25,NORTE DE SAN,25010,BOCHALEMA,100%,4578,770,53,21,11
16,BOGOTA D.C.,16001,BOGOTA. D.C.,100%,1933243,2235514,91516,31445,1523
15,CUNDINAMARCA,15025,BOJACA,100%,2555,3126,99,115,8
17,CHOCO,17011,BOJAYA (BELLAVISTA),100%,277,4002,9,4,0
01,ANTIOQUIA,01058,BOLIVAR,100%,10287,2358,194,92,33
11,CAUCA,11007,BOLIVAR,100%,1554,19406,544,791,77
27,SANTANDER,27025,BOLIVAR,100%,3620,1342,49,26,16
31,VALLE,31016,BOLIVAR,100%,4813,2934,99,73,17
88,CONSULADOS,88215,BOLIVIA,100%,491,146,8,2,0
12,CESAR,12200,BOSCONIA,100%,7603,11165,198,106,29
07,BOYACA,07025,BOYACA,100%,2199,890,28,25,12
88,CONSULADOS,88220,BRASIL,100%,1889,2274,71,5,0
01,ANTIOQUIA,01062,BRICEÑO,100%,1588,761,79,37,22
07,BOYACA,07028,BRICEÑO,100%,1349,257,12,2,7
27,SANTANDER,27001,BUCARAMANGA,100%,229851,117895,6205,2146,151
25,NORTE DE SAN,25013,BUCARASICA,100%,2749,195,24,20,4
31,VALLE,31019,BUENAVENTURA,100%,15849,97881,776,1079,193
07,BOYACA,07031,BUENAVISTA,100%,2780,622,35,19,2
13,CORDOBA,13007,BUENAVISTA,100%,3644,7271,101,42,17
26,QUINDIO,26005,BUENAVISTA,100%,1051,596,29,16,2
28,SUCRE,28010,BUENAVISTA,100%,2850,3162,53,13,9
11,CAUCA,11010,BUENOS AIRES,100%,4316,8688,387,585,102
68,VAUPES,68013,BUENOS AIRES (PACOA),100%,16,561,2,2,1
31,VALLE,31022,BUGA,100%,24328,44607,984,566,83
23,NARIÑO,23019,BUESACO,100%,5661,6449,150,133,26
31,VALLE,31025,BUGALAGRANDE,100%,4034,8893,145,106,14
07,BOYACA,07034,BUSBANZA,100%,546,194,6,6,0
01,ANTIOQUIA,01061,BURITICA,100%,2713,1469,93,31,16
15,CUNDINAMARCA,15029,CABRERA,100%,796,1411,17,13,0
27,SANTANDER,27028,CABRERA,100%,1155,143,14,3,3
52,META,52008,CABUYARO,100%,3078,1361,67,58,8
01,ANTIOQUIA,01064,CACERES,100%,2806,5764,135,66,29
50,GUAINIA,50073,CACAHUAL,100%,16,35,0,0,0
25,NORTE DE SAN,25016,CACOTA,100%,1524,225,23,17,2
25,NORTE DE SAN,25019,CACHIRA,100%,4636,456,34,15,4
15,CUNDINAMARCA,15030,CACHIPAY,100%,4502,2282,91,66,7
01,ANTIOQUIA,01067,CAICEDO,100%,2788,765,77,41,18
31,VALLE,31028,CAICEDONIA,100%,8954,5795,256,257,37
28,SUCRE,28020,CAIMITO,100%,2176,4603,47,17,12
29,TOLIMA,29022,CAJAMARCA,100%,6075,3682,137,162,13
11,CAUCA,11013,CAJIBIO,100%,5898,13051,409,501,143
15,CUNDINAMARCA,15031,CAJICA,100%,31004,21913,1309,507,18
54,GUAVIARE,54003,CALAMAR,100%,1553,2092,82,55,16
05,BOLIVAR,05013,CALAMAR,100%,5847,4619,110,71,27
26,QUINDIO,26010,CALARCA,100%,22596,15386,789,622,63
01,ANTIOQUIA,01070,CALDAS,100%,28848,18478,1247,810,61
11,CAUCA,11016,CALDONO,100%,2492,17364,164,251,30
07,BOYACA,07037,CALDAS,100%,1613,574,35,18,6
31,VALLE,31001,CALI,100%,443047,682166,18494,6838,721
31,VALLE,31040,CALIMA (DARIEN),100%,4486,4802,172,103,15
27,SANTANDER,27031,CALIFORNIA,100%,1074,213,18,9,0
01,ANTIOQUIA,01073,CAMPAMENTO,100%,2227,2136,199,76,79
11,CAUCA,11019,CALOTO,100%,2966,13217,175,192,22
03,ATLANTICO,03007,CAMPO DE LA CRUZ,100%,6764,4448,86,30,10
19,HUILA,19022,CAMPOALEGRE,100%,9747,7282,270,299,21
07,BOYACA,07040,CAMPOHERMOSO,100%,1339,253,23,4,1
88,CONSULADOS,88250,CANADA,100%,26936,15988,1074,37,5
13,CORDOBA,13009,CANALETE,100%,4166,6119,57,26,21
03,ATLANTICO,03010,CANDELARIA,100%,4579,3132,52,33,11
31,VALLE,31031,CANDELARIA,100%,14510,43650,730,546,39
15,CUNDINAMARCA,15034,CAPARRAPI,100%,5516,929,66,36,12
05,BOLIVAR,05014,CANTAGALLO,100%,2041,3271,36,27,8
27,SANTANDER,27034,CAPITANEJO,100%,2538,641,34,11,6
15,CUNDINAMARCA,15037,CAQUEZA,100%,6875,3592,150,110,13
01,ANTIOQUIA,01078,CARACOLI,100%,1658,597,30,21,6
01,ANTIOQUIA,01079,CARAMANTA,100%,2152,576,34,29,11
27,SANTANDER,27037,CARCASI,100%,2058,265,26,7,1
29,TOLIMA,29025,CARMEN DE APICALA,100%,4558,2094,104,71,11
01,ANTIOQUIA,01080,CAREPA,100%,9119,16044,441,202,51
15,CUNDINAMARCA,15040,CARMEN DE CARUPA,100%,3461,996,85,49,7
01,ANTIOQUIA,01082,CARMEN DE VIBORAL,100%,23928,10601,726,354,36
17,CHOCO,17015,CARMEN DEL DARIEN,100%,690,4713,55,82,14
01,ANTIOQUIA,01085,CAROLINA,100%,1883,672,44,26,5
05,BOLIVAR,05001,CARTAGENA,"99,96%",166049,324123,6579,1614,328
44,CAQUETA,44003,CARTAGENA DEL CHAIRA,100%,4948,11527,680,335,148
31,VALLE,31034,CARTAGO,100%,36840,32058,1265,849,127
68,VAUPES,68004,CARURU,100%,107,653,5,3,1
29,TOLIMA,29028,CASABIANCA,100%,2524,760,65,34,16
52,META,52010,CASTILLA LA NUEVA,100%,6012,3835,170,242,3
01,ANTIOQUIA,01088,CAUCASIA,100%,17048,24556,717,422,74
01,ANTIOQUIA,01076,CAÑASGORDAS,100%,6839,1483,115,49,25
13,CORDOBA,13010,CERETE,100%,18705,34007,536,277,39
27,SANTANDER,27040,CEPITA,100%,1278,217,12,5,3
07,BOYACA,07043,CERINZA,100%,1461,1055,55,35,3
27,SANTANDER,27043,CERRITO,100%,3041,622,49,37,8
21,MAGDALENA,21013,CERRO DE SAN ANTONIO,100%,2565,1782,25,17,7
17,CHOCO,17014,CERTEGUI,100%,600,2353,20,24,7
23,NARIÑO,23038,CHACHAGUI,100%,2166,6679,80,55,15
15,CUNDINAMARCA,15052,CHAGUANI,100%,1966,554,19,14,7
28,SUCRE,28045,CHALAN,100%,1501,1580,22,10,11
29,TOLIMA,29040,CHAPARRAL,100%,12940,8392,317,253,47
46,CASANARE,46120,CHAMEZA,100%,972,300,20,8,0
27,SANTANDER,27061,CHARALA,100%,5417,1706,82,41,7
15,CUNDINAMARCA,15055,CHIA,100%,57998,35917,2212,758,35
27,SANTANDER,27064,CHARTA,100%,2234,339,25,5,3
88,CONSULADOS,88305,CHILE,100%,9537,8720,297,74,4
01,ANTIOQUIA,01106,CHIGORODO,100%,10458,17140,476,210,57
13,CORDOBA,13016,CHIMA,100%,3986,4705,46,21,6
12,CESAR,12300,CHIMICHAGUA,100%,7792,6288,84,58,12
27,SANTANDER,27067,CHIMA,100%,1502,254,23,5,2
88,CONSULADOS,88315,CHINA REPUBLICA POPULAR,100%,405,308,17,0,0
25,NORTE DE SAN,25028,CHINACOTA,100%,8316,1851,127,75,10
07,BOYACA,07064,CHINAVITA,100%,1646,468,13,11,1
09,CALDAS,09034,CHINCHINA,100%,16190,11820,535,545,64
13,CORDOBA,13019,CHINU,100%,15703,10780,276,163,31
15,CUNDINAMARCA,15058,CHIPAQUE,100%,4307,1982,81,58,5
27,SANTANDER,27070,CHIPATA,100%,1915,709,40,27,2
07,BOYACA,07067,CHIQUINQUIRA,100%,18637,11739,517,337,20
07,BOYACA,07068,CHIQUIZA,100%,2172,904,22,26,3
12,CESAR,12375,CHIRIGUANA,100%,5371,8359,108,86,9
07,BOYACA,07070,CHISCAS,100%,1498,265,18,3,2
07,BOYACA,07073,CHITA,100%,2967,612,35,20,8
25,NORTE DE SAN,25031,CHITAGA,100%,5292,660,78,38,8
07,BOYACA,07076,CHITARAQUE,100%,2955,546,12,12,6
07,BOYACA,07077,CHIVATA,100%,1563,928,31,12,0
21,MAGDALENA,21015,CHIVOLO,100%,5094,3797,59,25,22
15,CUNDINAMARCA,15061,CHOACHI,100%,6797,2195,132,51,3
07,BOYACA,07078,CHIVOR,100%,1091,152,13,5,1
15,CUNDINAMARCA,15064,CHOCONTA,100%,8225,3870,193,166,16
21,MAGDALENA,21016,CIENAGA,100%,17610,34984,654,353,39
13,CORDOBA,13013,CIENAGA DE ORO,100%,8662,22968,226,142,48
05,BOLIVAR,05015,CICUCO,100%,2513,3631,35,23,8
07,BOYACA,07046,CIENEGA,100%,2451,377,31,11,5
27,SANTANDER,27045,CIMITARRA,100%,10524,5849,224,241,40
26,QUINDIO,26020,CIRCASIA,100%,9865,5935,292,215,19
05,BOLIVAR,05018,CLEMENCIA,100%,2530,4639,69,37,20
01,ANTIOQUIA,01091,CISNEROS,100%,4575,2267,144,87,20
01,ANTIOQUIA,01094,COCORNA,100%,7935,1360,101,64,62
15,CUNDINAMARCA,15043,COGUA,100%,6772,6502,248,154,7
29,TOLIMA,29031,COELLO,100%,2693,2873,37,40,12
19,HUILA,19028,COLOMBIA,100%,3354,871,43,17,6
64,PUTUMAYO,64007,COLON,100%,944,2339,24,19,1
23,NARIÑO,23022,COLON (GENOVA),100%,1084,3647,89,105,18
28,SUCRE,28030,COLOSO (RICAURTE),100%,2200,3237,41,31,13
01,ANTIOQUIA,01097,CONCEPCION,100%,2546,372,56,15,7
07,BOYACA,07049,COMBITA,100%,3938,2873,118,88,6
01,ANTIOQUIA,01100,CONCORDIA,100%,6379,1298,125,79,25
21,MAGDALENA,21020,CONCORDIA,100%,2386,3546,29,18,7
27,SANTANDER,27046,CONCEPCION,100%,2741,636,51,22,6
23,NARIÑO,23025,CONSACA,100%,2129,4296,70,55,8
17,CHOCO,17013,CONDOTO,100%,882,4964,66,82,10
27,SANTANDER,27049,CONFINES,100%,1874,214,25,7,6
23,NARIÑO,23028,CONTADERO,100%,1491,3005,35,18,3
27,SANTANDER,27052,CONTRATACION,100%,1528,458,26,16,2
25,NORTE DE SAN,25022,CONVENCION,100%,3791,4036,139,86,12
01,ANTIOQUIA,01103,COPACABANA,100%,28709,18110,1079,521,43
05,BOLIVAR,05016,CORDOBA,100%,3659,5131,68,19,12
07,BOYACA,07052,COPER,100%,1791,276,13,7,2
23,NARIÑO,23031,CORDOBA,100%,1241,6837,76,34,8
26,QUINDIO,26025,CORDOBA,100%,1713,1389,51,43,4
88,CONSULADOS,88275,COREA DEL SUR,100%,131,124,7,0,0
11,CAUCA,11022,CORINTO,100%,2457,12017,170,117,46
27,SANTANDER,27055,COROMORO,100%,2817,351,21,10,6
28,SUCRE,28040,COROZAL,100%,13176,20984,298,153,46
07,BOYACA,07055,CORRALES,100%,1139,659,29,15,3
88,CONSULADOS,88285,COSTA RICA,100%,4478,1321,67,8,1
15,CUNDINAMARCA,15046,COTA,100%,14030,8575,556,202,13
07,BOYACA,07058,COVARACHIA,100%,1826,250,14,5,2
13,CORDOBA,13014,COTORRA (BONGO),100%,4589,6219,80,30,8
28,SUCRE,28041,COVEÑAS,100%,4282,5441,97,50,13
29,TOLIMA,29034,COYAIMA,100%,5092,6285,62,58,43
40,ARAUCA,40015,CRAVO NORTE,100%,1291,395,21,6,1
23,NARIÑO,23034,CUASPUD (CARLOSAMA),100%,1243,4472,40,40,10
07,BOYACA,07059,CUBARA,100%,1288,2300,50,65,14
88,CONSULADOS,88290,CUBA,100%,126,474,7,2,0
52,META,52015,CUBARRAL,100%,3096,948,51,22,4
07,BOYACA,07060,CUCAITA,100%,1398,1091,25,15,7
15,CUNDINAMARCA,15049,CUCUNUBA,100%,3408,722,58,48,4
25,NORTE DE SAN,25001,CUCUTA,"99,89%",306536,76069,5139,2463,246
25,NORTE DE SAN,25025,CUCUTILLA,100%,4401,482,58,29,13
07,BOYACA,07061,CUITIVA,100%,867,354,9,6,3
52,META,52020,CUMARAL,100%,9107,4811,237,155,11
72,VICHADA,72006,CUMARIBO,100%,1601,9186,59,46,36
23,NARIÑO,23039,CUMBITARA,100%,263,5384,64,39,2
23,NARIÑO,23037,CUMBAL,100%,3239,16369,131,82,47
29,TOLIMA,29037,CUNDAY,100%,3304,919,39,23,7
44,CAQUETA,44012,CURILLO,100%,1913,1660,93,52,9
88,CONSULADOS,88140,CURAZAO,100%,918,341,10,2,0
12,CESAR,12225,CURUMANI,100%,7753,9840,201,202,15
27,SANTANDER,27058,CURITI,100%,6208,1938,107,49,10
01,ANTIOQUIA,01109,DABEIBA,100%,5194,4544,136,77,48
31,VALLE,31037,DAGUA,100%,9459,12098,292,229,54
48,LA GUAJIRA,48005,DIBULLA,100%,3732,7534,112,62,13
88,CONSULADOS,88325,DINAMARCA,100%,230,420,17,0,1
29,TOLIMA,29043,DOLORES,100%,3387,1135,60,38,17
48,LA GUAJIRA,48008,DISTRACCION,100%,2561,3491,61,30,6
01,ANTIOQUIA,01112,DON MATIAS,100%,8160,1841,251,92,18
24,RISARALDA,24025,DOSQUEBRADAS,100%,58079,51929,2316,1405,141
07,BOYACA,07079,DUITAMA,100%,36015,35416,1389,710,39
25,NORTE DE SAN,25034,DURANIA,100%,2875,374,31,18,4
01,ANTIOQUIA,01115,EBEJICO,100%,5020,1206,90,59,21
88,CONSULADOS,88330,ECUADOR,100%,6462,3229,113,64,25
88,CONSULADOS,88335,EGIPTO,100%,109,58,4,0,0
31,VALLE,31043,EL AGUILA,100%,3096,917,78,61,9
01,ANTIOQUIA,01117,EL BAGRE,100%,7847,10709,460,182,54
21,MAGDALENA,21025,EL BANCO,100%,14944,12209,181,120,40
31,VALLE,31046,EL CAIRO,100%,2136,954,59,41,14
52,META,52025,EL CALVARIO,100%,785,142,19,9,1
17,CHOCO,17017,EL CANTON DEL SAN PABLO (MAN.,100%,622,2435,21,26,2
17,CHOCO,17016,EL CARMEN,100%,2518,1799,60,46,9
25,NORTE DE SAN,25037,EL CARMEN,100%,4082,2179,53,40,10
27,SANTANDER,27071,EL CARMEN,100%,7670,840,96,54,14
05,BOLIVAR,05022,EL CARMEN DE BOLIVAR,100%,19367,13045,352,204,44
52,META,52027,EL CASTILLO,100%,1887,1894,77,46,3
31,VALLE,31049,EL CERRITO,100%,9317,24978,334,261,34
23,NARIÑO,23041,EL CHARCO,100%,661,9777,98,137,45
07,BOYACA,07082,EL COCUY,100%,1622,384,51,28,1
15,CUNDINAMARCA,15067,EL COLEGIO,100%,9553,6314,199,158,17
12,CESAR,12410,EL COPEY,100%,5345,9404,127,65,23
44,CAQUETA,44005,EL DONCELLO,100%,5686,4225,272,152,29
52,META,52028,EL DORADO,100%,2074,668,36,33,2
31,VALLE,31052,EL DOVIO,100%,3462,2207,96,79,14
60,AMAZONAS,60010,EL ENCANTO,100%,31,260,3,6,0
07,BOYACA,07085,EL ESPINO,100%,1258,196,17,8,1
27,SANTANDER,27073,EL GUACAMAYO,100%,895,116,13,8,2
05,BOLIVAR,05025,EL GUAMO,100%,2560,2016,29,10,7
17,CHOCO,17038,EL LITORAL DEL SAN JUAN,100%,91,5343,8,12,5
48,LA GUAJIRA,48006,EL MOLINO,100%,2456,2711,40,31,2
12,CESAR,12415,EL PASO,100%,5923,12596,168,116,24
23,NARIÑO,23044,EL PEÑOL,100%,1131,3446,58,53,9
44,CAQUETA,44006,EL PAUJIL,100%,3354,3958,174,110,39
05,BOLIVAR,05027,EL PEÑON,100%,1811,1580,11,8,5
15,CUNDINAMARCA,15070,EL PEÑON,100%,2471,447,28,16,8
27,SANTANDER,27075,EL PEÑON,100%,1846,408,26,10,3
21,MAGDALENA,21028,EL PIÑON,100%,4029,3839,43,26,10
27,SANTANDER,27074,EL PLAYON,100%,6380,1675,90,91,10
21,MAGDALENA,21030,EL RETEN,100%,1752,7069,74,48,11
54,GUAVIARE,54007,EL RETORNO,100%,3503,1836,115,97,13
28,SUCRE,28042,EL ROBLE,100%,2061,4401,32,13,12
15,CUNDINAMARCA,15072,EL ROSAL,100%,7986,7298,286,339,14
23,NARIÑO,23040,EL ROSARIO,100%,362,4614,53,61,14
88,CONSULADOS,88340,EL SALVADOR,100%,340,105,11,0,0
23,NARIÑO,23043,EL TABLON,100%,2914,5226,115,52,17
11,CAUCA,11025,EL TAMBO,100%,7713,22753,703,984,203
23,NARIÑO,23046,EL TAMBO,100%,3611,5116,120,123,20
25,NORTE DE SAN,25036,EL TARRA,100%,1444,6586,100,83,20
25,NORTE DE SAN,25038,EL ZULIA,100%,13511,2243,156,118,16
88,CONSULADOS,88350,EMIRATOS ARABES UNIDOS,100%,2031,607,43,1,0
19,HUILA,19031,ELIAS,100%,1927,665,34,11,6
27,SANTANDER,27076,ENCINO,100%,1465,125,8,9,1
27,SANTANDER,27079,ENCISO,100%,2019,361,26,13,2
01,ANTIOQUIA,01118,ENTRERRIOS,100%,4749,1154,164,33,11
88,CONSULADOS,88355,ESPAÑA,100%,65426,66945,1936,307,24
01,ANTIOQUIA,01121,ENVIGADO,100%,126432,35667,3562,948,44
29,TOLIMA,29046,ESPINAL,100%,24045,17863,607,549,54
88,CONSULADOS,88360,ESTADOS UNIDOS,100%,179841,41142,2201,158,31
15,CUNDINAMARCA,15076,FACATATIVA,100%,30648,43913,1427,1455,46
29,TOLIMA,29049,FALAN,100%,2341,1507,47,45,16
26,QUINDIO,26030,FILANDIA,100%,4460,1958,132,107,22
09,CALDAS,09037,FILADELFIA,100%,3909,1161,79,67,21
88,CONSULADOS,88375,FINLANDIA,100%,103,174,12,0,0
07,BOYACA,07088,FIRAVITOBA,100%,2071,1860,63,46,2
29,TOLIMA,29052,FLANDES,100%,7042,5998,165,167,15
11,CAUCA,11027,FLORENCIA,100%,813,2925,182,109,26
44,CAQUETA,44001,FLORENCIA,100%,49942,36346,1537,974,98
07,BOYACA,07091,FLORESTA,100%,2002,575,37,11,6
27,SANTANDER,27080,FLORIAN,100%,2550,1060,38,12,6
31,VALLE,31055,FLORIDA,100%,7458,27141,360,296,43
27,SANTANDER,27082,FLORIDABLANCA,100%,104989,53929,2832,1125,71
15,CUNDINAMARCA,15079,FOMEQUE,100%,6007,1335,93,33,8
48,LA GUAJIRA,48007,FONSECA,100%,5855,12851,190,92,8
40,ARAUCA,40017,FORTUL,100%,2094,5624,177,137,14
15,CUNDINAMARCA,15085,FOSCA,100%,3336,595,43,8,1
88,CONSULADOS,88380,FRANCIA,100%,5189,9158,425,24,2
23,NARIÑO,23047,FRANCISCO PIZARRO (SALAHONDA),100%,120,4009,24,22,4
01,ANTIOQUIA,01124,FREDONIA,100%,6770,2890,173,90,37
29,TOLIMA,29055,FRESNO,100%,10855,4840,308,239,48
01,ANTIOQUIA,01127,FRONTINO,100%,4832,3352,164,77,35
52,META,52030,FUENTE DE ORO,100%,4061,2261,90,84,5
21,MAGDALENA,21031,FUNDACION,100%,13785,15238,305,205,29
23,NARIÑO,23049,FUNES,100%,1506,2724,20,16,5
15,CUNDINAMARCA,15088,FUNZA,100%,26702,33048,1236,866,13
15,CUNDINAMARCA,15091,FUQUENE,100%,2052,1076,73,27,3
15,CUNDINAMARCA,15094,FUSAGASUGA,100%,50349,34662,1470,823,47
15,CUNDINAMARCA,15097,GACHALA,100%,2216,831,33,20,6
